time,low,high,open,close,volume
2020-01-01 00:05:00,7136.05,7161.73,7155.78,7161.7,94.46353664
2020-01-01 00:10:00,7156.63,7163.62,7163.62,7158.23,9.03574545
2020-01-01 00:15:00,7154.2,7159.77,7156.67,7155.03,6.32852399
2020-01-01 00:20:00,7151.6,7157.21,7154.66,7154.48,12.00677692
2020-01-01 00:25:00,7153.39,7159.87,7153.39,7157.0,11.58117087
2020-01-01 00:30:00,7156.99,7162.03,7156.99,7159.21,5.73486077
2020-01-01 00:35:00,7156.91,7160.38,7159.21,7157.3,12.12716966
2020-01-01 00:40:00,7155.72,7158.31,7157.31,7155.72,8.69540137
2020-01-01 00:45:00,7153.4,7156.11,7155.72,7155.2,10.93470289
2020-01-01 00:50:00,7149.25,7155.75,7155.2,7150.95,9.90307576
2020-01-01 00:55:00,7149.25,7155.2,7150.3,7150.35,28.72574944
2020-01-01 01:00:00,7147.18,7158.31,7149.26,7157.01,24.65791974
2020-01-01 01:05:00,7155.28,7165.0,7157.01,7161.29,10.01809553
2020-01-01 01:10:00,7159.96,7167.91,7161.29,7167.34,15.5460438
2020-01-01 01:15:00,7163.92,7168.2,7167.34,7168.2,8.62752486
2020-01-01 01:20:00,7167.62,7172.71,7167.62,7171.01,11.08427292
2020-01-01 01:25:00,7171.0,7186.6,7171.01,7186.6,40.51112226
2020-01-01 01:30:00,7186.6,7204.94,7186.6,7194.42,54.0586016
2020-01-01 01:35:00,7187.58,7198.58,7193.84,7196.26,17.77556245
2020-01-01 01:40:00,7189.17,7196.25,7196.25,7191.28,10.5240597
2020-01-01 01:45:00,7186.0,7192.09,7191.28,7186.01,11.83672043
2020-01-01 01:50:00,7186.0,7188.05,7186.0,7186.46,4.8887272
2020-01-01 01:55:00,7185.8,7194.52,7188.05,7194.52,22.67461824
2020-01-01 02:00:00,7194.52,7199.99,7194.52,7197.77,12.46504485
2020-01-01 02:05:00,7194.39,7198.0,7197.75,7197.74,5.8812576
2020-01-01 02:10:00,7191.44,7197.74,7196.86,7192.79,9.97004639
2020-01-01 02:15:00,7192.78,7200.0,7192.79,7199.99,31.47644936
2020-01-01 02:20:00,7199.99,7206.02,7200.0,7204.96,16.36144904
2020-01-01 02:25:00,7204.94,7218.42,7204.95,7207.58,23.65481497
2020-01-01 02:30:00,7207.6,7213.39,7207.6,7212.09,23.12504859
2020-01-01 02:35:00,7207.39,7213.33,7212.09,7209.48,33.67176594
2020-01-01 02:40:00,7208.12,7211.0,7209.48,7211.0,4.80490331
2020-01-01 02:45:00,7210.59,7211.0,7211.0,7210.6,4.62859071
2020-01-01 02:50:00,7210.59,7218.42,7210.59,7217.0,18.12900818
2020-01-01 02:55:00,7216.99,7217.0,7217.0,7217.0,5.769524
2020-01-01 03:00:00,7204.96,7217.0,7217.0,7212.74,28.82841378
2020-01-01 03:05:00,7200.02,7212.75,7212.75,7200.02,8.7115107
2020-01-01 03:10:00,7200.0,7200.02,7200.02,7200.01,18.01948479
2020-01-01 03:15:00,7200.0,7208.84,7200.01,7207.51,36.89664889
2020-01-01 03:20:00,7206.17,7210.0,7207.33,7208.48,4.86910021
2020-01-01 03:25:00,7205.0,7209.99,7208.48,7207.79,13.25416686
2020-01-01 03:30:00,7207.78,7210.0,7207.78,7209.99,70.49337854
2020-01-01 03:35:00,7200.0,7210.0,7210.0,7202.73,13.19828057
2020-01-01 03:40:00,7193.34,7202.73,7202.73,7193.41,14.71106884
2020-01-01 03:45:00,7193.41,7199.75,7193.41,7199.19,6.47228645
2020-01-01 03:50:00,7198.56,7200.0,7199.19,7200.0,12.96020981
2020-01-01 03:55:00,7196.98,7205.98,7200.0,7196.98,6.32523115
2020-01-01 04:00:00,7194.99,7200.62,7196.99,7199.55,3.56300302
2020-01-01 04:05:00,7198.18,7200.26,7199.4,7198.19,3.65257584
2020-01-01 04:10:00,7190.04,7198.19,7198.19,7190.08,19.9666966
2020-01-01 04:15:00,7190.08,7192.53,7190.09,7192.53,6.56647132
2020-01-01 04:20:00,7192.52,7196.19,7192.53,7192.53,10.18612358
2020-01-01 04:25:00,7192.52,7196.0,7192.53,7196.0,7.25541803
2020-01-01 04:30:00,7195.01,7198.07,7196.0,7198.06,11.68333191
2020-01-01 04:35:00,7197.71,7199.0,7198.06,7198.0,9.98051041
2020-01-01 04:40:00,7197.15,7198.0,7197.99,7197.97,13.39898571
2020-01-01 04:45:00,7197.15,7199.0,7197.15,7199.0,32.17047202
2020-01-01 04:50:00,7187.08,7199.0,7199.0,7190.01,55.87535441
2020-01-01 04:55:00,7183.85,7190.01,7190.0,7186.41,31.60978621
2020-01-01 05:00:00,7183.85,7198.36,7186.4,7195.51,16.40165672
2020-01-01 05:05:00,7195.34,7198.39,7195.64,7198.12,10.59961126
2020-01-01 05:10:00,7198.64,7199.0,7199.0,7199.0,7.50943919
2020-01-01 05:15:00,7195.01,7199.0,7198.99,7196.01,3.43808376
2020-01-01 05:20:00,7196.0,7196.01,7196.01,7196.01,2.87281372
2020-01-01 05:25:00,7194.0,7196.01,7196.01,7194.99,3.90154267
2020-01-01 05:30:00,7189.61,7196.0,7194.65,7194.84,43.21394191
2020-01-01 05:35:00,7194.83,7198.47,7194.84,7196.85,5.06454068
2020-01-01 05:40:00,7192.4,7196.85,7196.84,7193.87,15.20986621
2020-01-01 05:45:00,7193.83,7199.0,7195.5,7197.37,4.74459046
2020-01-01 05:50:00,7193.52,7197.37,7197.25,7197.37,5.73581969
2020-01-01 05:55:00,7197.3,7198.0,7197.37,7197.31,1.90418955
2020-01-01 06:00:00,7197.31,7199.0,7197.31,7199.0,4.27834019
2020-01-01 06:05:00,7198.99,7199.0,7198.99,7199.0,2.0455682
2020-01-01 06:10:00,7198.99,7199.99,7199.0,7199.99,2.43377612
2020-01-01 06:15:00,7199.98,7207.87,7199.99,7205.57,19.24182684
2020-01-01 06:20:00,7203.6,7207.2,7205.57,7207.16,4.41656951
2020-01-01 06:25:00,7204.71,7207.52,7205.76,7207.5,6.07054302
2020-01-01 06:30:00,7204.53,7207.5,7207.3,7204.54,51.72961895
2020-01-01 06:35:00,7204.53,7206.41,7204.54,7205.93,2.22530003
2020-01-01 06:40:00,7205.61,7206.87,7205.93,7205.76,14.39187042
2020-01-01 06:45:00,7203.0,7205.62,7205.61,7203.4,2.6020565
2020-01-01 06:50:00,7203.0,7203.4,7203.4,7203.01,8.05065122
2020-01-01 06:55:00,7200.0,7203.01,7203.0,7201.46,14.03287875
2020-01-01 07:00:00,7200.12,7201.45,7201.3,7200.82,2.10289858
2020-01-01 07:05:00,7200.81,7202.42,7200.81,7202.42,3.36902563
2020-01-01 07:10:00,7201.46,7205.1,7202.42,7205.1,3.65153772
2020-01-01 07:15:00,7204.24,7207.5,7204.24,7207.5,1.07465966
2020-01-01 07:20:00,7207.49,7207.5,7207.49,7207.5,1.38697845
2020-01-01 07:25:00,7207.49,7209.15,7207.49,7208.19,4.04751735
2020-01-01 07:30:00,7200.0,7208.46,7208.2,7200.01,6.79959471
2020-01-01 07:35:00,7188.24,7200.01,7200.0,7189.14,9.72693512
2020-01-01 07:40:00,7177.71,7189.14,7189.14,7179.79,6.8157617
2020-01-01 07:45:00,7175.0,7179.8,7176.5,7179.79,8.47076163
2020-01-01 07:50:00,7177.19,7187.36,7179.8,7187.36,4.36436485
2020-01-01 07:55:00,7184.94,7187.28,7186.47,7185.91,1.78976711
2020-01-01 08:00:00,7178.64,7185.91,7185.9,7180.95,2.39704168
2020-01-01 08:05:00,7178.0,7180.99,7180.02,7178.29,2.28503622
2020-01-01 08:10:00,7172.2,7179.17,7178.0,7172.34,7.67649587
2020-01-01 08:15:00,7167.5,7171.1,7171.1,7167.51,5.60423698
2020-01-01 08:20:00,7165.0,7167.51,7167.51,7167.51,4.0176578
2020-01-01 08:25:00,7167.5,7170.79,7167.51,7170.79,4.20895789
2020-01-01 08:30:00,7165.8,7170.79,7170.78,7168.79,8.50789749
2020-01-01 08:35:00,7168.78,7172.5,7168.79,7172.34,4.45027949
2020-01-01 08:40:00,7165.06,7172.33,7171.15,7165.91,9.86295451
2020-01-01 08:45:00,7158.19,7165.91,7165.9,7158.7,9.34845926
2020-01-01 08:50:00,7158.69,7169.16,7158.7,7169.16,8.08182923
2020-01-01 08:55:00,7169.15,7182.44,7169.16,7181.99,5.05660909
2020-01-01 09:00:00,7181.06,7189.53,7181.99,7182.0,12.32493134
2020-01-01 09:05:00,7176.68,7183.8,7182.0,7176.69,9.4863062
2020-01-01 09:10:00,7175.0,7179.36,7176.69,7176.39,7.28675737
2020-01-01 09:15:00,7175.0,7177.59,7176.39,7177.59,4.59346753
2020-01-01 09:20:00,7176.22,7177.95,7177.58,7176.81,2.96071843
2020-01-01 09:25:00,7175.18,7177.52,7176.8,7177.51,2.43886204
2020-01-01 09:30:00,7176.76,7179.01,7177.51,7179.01,1.79126127
2020-01-01 09:35:00,7178.51,7181.35,7178.51,7179.19,1.63668354
2020-01-01 09:40:00,7179.18,7179.23,7179.18,7179.19,1.48517842
2020-01-01 09:45:00,7179.18,7179.19,7179.19,7179.19,1.97074605
2020-01-01 09:50:00,7175.0,7179.19,7179.19,7175.35,2.30013021
2020-01-01 09:55:00,7170.01,7175.09,7175.09,7170.01,5.43538943
2020-01-01 10:00:00,7170.01,7171.87,7170.01,7170.22,0.99913715
2020-01-01 10:05:00,7170.22,7176.96,7170.22,7176.96,1.11119899
2020-01-01 10:10:00,7178.47,7183.73,7178.47,7183.73,1.97765833
2020-01-01 10:15:00,7183.72,7184.87,7183.73,7184.87,1.1195816
2020-01-01 10:20:00,7184.87,7186.49,7184.87,7186.49,3.48858366
2020-01-01 10:25:00,7186.48,7186.49,7186.49,7186.49,0.70047819
2020-01-01 10:30:00,7179.55,7186.49,7186.49,7181.14,13.22488584
2020-01-01 10:35:00,7181.14,7185.16,7181.14,7185.16,1.63520474
2020-01-01 10:40:00,7185.03,7187.55,7185.16,7187.55,0.38603416
2020-01-01 10:45:00,7184.7,7187.55,7186.5,7184.91,2.28591296
2020-01-01 10:50:00,7181.81,7185.2,7184.91,7182.33,2.280422
2020-01-01 10:55:00,7180.65,7182.33,7182.33,7182.33,2.06917696
